global_trial_id,study,source_run,source_row,word,word_author,word_set,status,reality,category,condition,frame_id,frame_name,speech_act,person,model,model_family,model_tier,prev_pass1_code,prev_adjudicated_code,prev_in_master_600,v4_code,feat_n_words,feat_n_chars,feat_has_fiction_flag,feat_has_non_recog,feat_has_offer,feat_has_honesty,feat_has_substitute,feat_has_speculation,feat_has_desc_signal,feat_has_naturalist_demo,feat_bullets,feat_headers,feat_blockquote,feat_bracketed_placeholder
bestiary_sonnet_pilot::00831::dc6bc639b216,Bestiary,bestiary_sonnet_pilot,831,manteoshipuft,,original,real,real,object,real_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,99,538,0,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00832::cf2da634d93e,Bestiary,bestiary_sonnet_pilot,832,kinachitalpo,,original,real,real,idea,real_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,113,677,0,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00833::54da244e8977,Bestiary,bestiary_sonnet_pilot,833,wertychiops,,original,neutral,,,neutral,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,95,560,0,1,1,1,0,0,0,0,4,0,0,0
bestiary_sonnet_pilot::00834::2def52cbbad7,Bestiary,bestiary_sonnet_pilot,834,zlippparnsie,,original,real,real,idea,real_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,92,527,0,1,1,1,0,0,0,0,2,0,0,0
bestiary_sonnet_pilot::00835::e4356d7d471a,Bestiary,bestiary_sonnet_pilot,835,purtaneolotomous,,original,real,real,animal,real_animal,,,,,claude-sonnet-4-6,Claude,sonnet,DEFLECT,DEFLECT,1,DEFLECT,106,602,0,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00836::57f317324179,Bestiary,bestiary_sonnet_pilot,836,wresanthamulf,,original,imaginary,imaginary,idea,imaginary_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,HYBRID,181,1029,1,1,1,1,0,1,1,0,3,1,0,0
bestiary_sonnet_pilot::00837::8d150c85b015,Bestiary,bestiary_sonnet_pilot,837,zlippparnsie,,original,type,type of,object,type_of_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,HYBRID,133,735,1,1,1,0,0,0,1,0,3,0,0,0
bestiary_sonnet_pilot::00838::b5463fa388f3,Bestiary,bestiary_sonnet_pilot,838,wertychiops,,original,type,type of,object,type_of_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,110,651,0,1,1,1,0,0,0,0,4,0,0,0
bestiary_sonnet_pilot::00839::5a1e382b8fc2,Bestiary,bestiary_sonnet_pilot,839,wertychiops,,original,type,type of,idea,type_of_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,163,866,1,1,1,0,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00840::cec58da4b5b2,Bestiary,bestiary_sonnet_pilot,840,zlippparnsie,,original,type,type of,animal,type_of_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,146,798,1,1,1,0,0,1,0,0,3,0,0,0
bestiary_sonnet_pilot::00841::d5efe0bf8b5f,Bestiary,bestiary_sonnet_pilot,841,wresanthamulf,,original,neutral,,,neutral,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,80,468,0,1,1,0,0,0,0,0,2,0,0,0
bestiary_sonnet_pilot::00842::eb882d49492c,Bestiary,bestiary_sonnet_pilot,842,wertychiops,,original,imaginary,imaginary,idea,imaginary_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,HYBRID,185,1261,1,0,0,0,0,0,1,0,3,5,0,0
bestiary_sonnet_pilot::00843::8a0be8b0d86f,Bestiary,bestiary_sonnet_pilot,843,purtaneolotomous,,original,real,real,object,real_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,93,533,0,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00844::da2d6a097004,Bestiary,bestiary_sonnet_pilot,844,wertychiops,,original,neutral,,,neutral,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,78,439,1,1,1,0,0,1,0,0,3,0,0,0
bestiary_sonnet_pilot::00845::e6b9287a9a77,Bestiary,bestiary_sonnet_pilot,845,manteoshipuft,,original,type,type of,idea,type_of_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,132,742,1,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00846::3c7abb375616,Bestiary,bestiary_sonnet_pilot,846,manteoshipuft,,original,type,type of,animal,type_of_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,112,623,1,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00847::ca436ab5adcd,Bestiary,bestiary_sonnet_pilot,847,manteoshipuft,,original,real,real,object,real_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,100,590,0,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00848::e53c910c76a7,Bestiary,bestiary_sonnet_pilot,848,manteoshipuft,,original,type,type of,object,type_of_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,118,677,0,1,1,1,0,1,0,0,3,0,0,0
bestiary_sonnet_pilot::00849::9a4db4abab7c,Bestiary,bestiary_sonnet_pilot,849,wertychiops,,original,imaginary,imaginary,object,imaginary_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,HYBRID,114,670,1,0,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00850::1e462b8afa13,Bestiary,bestiary_sonnet_pilot,850,garnawkinsuth,,original,neutral,,,neutral,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,86,478,0,1,1,0,0,1,0,0,3,0,0,0
bestiary_sonnet_pilot::00851::fe8009ec96a5,Bestiary,bestiary_sonnet_pilot,851,wertychiops,,original,real,real,object,real_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,89,527,0,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00852::a1a84a12992a,Bestiary,bestiary_sonnet_pilot,852,wertychiops,,original,neutral,,,neutral,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,108,591,1,1,1,1,0,0,0,0,4,0,0,0
bestiary_sonnet_pilot::00853::26676af7ef8e,Bestiary,bestiary_sonnet_pilot,853,halthibinny,,original,real,real,animal,real_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,108,616,0,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00854::4109a1e33544,Bestiary,bestiary_sonnet_pilot,854,wresanthamulf,,original,imaginary,imaginary,idea,imaginary_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,159,929,1,1,1,1,0,0,0,0,6,0,0,0
bestiary_sonnet_pilot::00855::0758aa941002,Bestiary,bestiary_sonnet_pilot,855,manteoshipuft,,original,type,type of,animal,type_of_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,92,512,0,1,1,1,1,1,0,0,3,0,0,0
bestiary_sonnet_pilot::00856::88403309b924,Bestiary,bestiary_sonnet_pilot,856,wresanthamulf,,original,neutral,,,neutral,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,86,471,0,1,1,0,0,1,0,0,3,0,0,0
bestiary_sonnet_pilot::00857::e69177831ec6,Bestiary,bestiary_sonnet_pilot,857,wertychiops,,original,type,type of,object,type_of_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,102,620,1,1,1,0,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00858::6b66874f9cbe,Bestiary,bestiary_sonnet_pilot,858,garnawkinsuth,,original,real,real,animal,real_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,90,489,0,1,1,1,0,0,0,0,0,0,0,0
bestiary_sonnet_pilot::00859::1a095d329d0f,Bestiary,bestiary_sonnet_pilot,859,halthibinny,,original,imaginary,imaginary,animal,imaginary_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DESCRIBE,216,1332,0,0,0,0,0,0,1,0,0,5,0,0
bestiary_sonnet_pilot::00860::d2fce582e8b0,Bestiary,bestiary_sonnet_pilot,860,zlippparnsie,,original,real,real,animal,real_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,90,480,0,1,1,1,0,0,0,0,0,0,0,0
bestiary_sonnet_pilot::00861::68ae0fbf9597,Bestiary,bestiary_sonnet_pilot,861,kinachitalpo,,original,real,real,idea,real_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,94,522,0,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00862::aeb7a0ba85da,Bestiary,bestiary_sonnet_pilot,862,zlippparnsie,,original,real,real,idea,real_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,108,620,0,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00863::42bfb7c51ce2,Bestiary,bestiary_sonnet_pilot,863,purtaneolotomous,,original,type,type of,idea,type_of_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,121,675,1,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00864::98d071c9dca0,Bestiary,bestiary_sonnet_pilot,864,wertychiops,,original,imaginary,imaginary,object,imaginary_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,HYBRID,196,1200,1,0,1,0,0,0,1,0,0,0,0,0
bestiary_sonnet_pilot::00865::7cde24271051,Bestiary,bestiary_sonnet_pilot,865,zlippparnsie,,original,type,type of,animal,type_of_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,124,730,1,1,1,0,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00866::192c549729ea,Bestiary,bestiary_sonnet_pilot,866,wresanthamulf,,original,neutral,,,neutral,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,73,432,0,1,1,0,0,0,0,0,2,0,0,0
bestiary_sonnet_pilot::00867::1d65e21b988e,Bestiary,bestiary_sonnet_pilot,867,wertychiops,,original,imaginary,imaginary,object,imaginary_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,HYBRID,122,689,1,0,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00868::a56268f411fe,Bestiary,bestiary_sonnet_pilot,868,borthorpunius,,original,real,real,animal,real_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,100,537,0,1,1,1,0,0,0,0,0,0,0,0
bestiary_sonnet_pilot::00869::bed1cfd338bc,Bestiary,bestiary_sonnet_pilot,869,halthibinny,,original,type,type of,idea,type_of_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,129,777,0,1,0,1,0,0,0,0,4,1,0,0
bestiary_sonnet_pilot::00870::5cd552cc580c,Bestiary,bestiary_sonnet_pilot,870,manteoshipuft,,original,type,type of,object,type_of_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,120,688,0,1,0,1,0,0,0,0,6,0,0,0
bestiary_sonnet_pilot::00871::c9995c4d325b,Bestiary,bestiary_sonnet_pilot,871,borthorpunius,,original,neutral,,,neutral,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,84,488,0,1,1,0,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00872::c7236c22ee5a,Bestiary,bestiary_sonnet_pilot,872,halthibinny,,original,type,type of,object,type_of_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,156,876,0,1,1,0,0,0,1,0,4,0,0,0
bestiary_sonnet_pilot::00873::f52228f0a73e,Bestiary,bestiary_sonnet_pilot,873,manteoshipuft,,original,real,real,animal,real_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,97,563,0,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00874::2761c220df82,Bestiary,bestiary_sonnet_pilot,874,wertychiops,,original,type,type of,animal,type_of_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,162,939,1,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00875::769e9fa9de27,Bestiary,bestiary_sonnet_pilot,875,kinachitalpo,,original,neutral,,,neutral,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,95,560,1,1,1,0,0,1,0,0,2,0,0,0
bestiary_sonnet_pilot::00876::cb79fcd4c0de,Bestiary,bestiary_sonnet_pilot,876,manteoshipuft,,original,real,real,idea,real_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,110,622,0,1,1,1,0,0,0,0,4,0,0,0
bestiary_sonnet_pilot::00877::6a4f9aac9090,Bestiary,bestiary_sonnet_pilot,877,borthorpunius,,original,imaginary,imaginary,object,imaginary_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,HYBRID,191,1245,1,0,0,0,0,0,1,0,0,4,0,0
bestiary_sonnet_pilot::00878::75bda12ddafc,Bestiary,bestiary_sonnet_pilot,878,kinachitalpo,,original,imaginary,imaginary,object,imaginary_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,HYBRID,134,766,1,0,1,1,0,0,1,0,3,0,0,0
bestiary_sonnet_pilot::00879::ea11e86995df,Bestiary,bestiary_sonnet_pilot,879,wertychiops,,original,type,type of,animal,type_of_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,135,746,1,1,1,0,0,0,0,0,6,0,0,0
bestiary_sonnet_pilot::00880::20f223dae81a,Bestiary,bestiary_sonnet_pilot,880,purtaneolotomous,,original,real,real,object,real_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,102,585,0,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00881::99074207d030,Bestiary,bestiary_sonnet_pilot,881,halthibinny,,original,type,type of,object,type_of_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,183,935,1,1,1,0,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00882::5cda05d3bc77,Bestiary,bestiary_sonnet_pilot,882,wertychiops,,original,real,real,idea,real_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,99,604,0,1,1,1,0,0,0,0,4,0,0,0
bestiary_sonnet_pilot::00883::936b1820a485,Bestiary,bestiary_sonnet_pilot,883,garnawkinsuth,,original,real,real,object,real_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,98,536,0,1,1,0,0,0,0,0,0,0,0,0
bestiary_sonnet_pilot::00884::b8ccdded563e,Bestiary,bestiary_sonnet_pilot,884,manteoshipuft,,original,imaginary,imaginary,idea,imaginary_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,177,957,1,1,1,1,0,1,0,0,3,0,0,0
bestiary_sonnet_pilot::00885::484a12a5d8f1,Bestiary,bestiary_sonnet_pilot,885,zlippparnsie,,original,type,type of,object,type_of_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,153,804,1,1,1,0,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00886::8df2288a59fd,Bestiary,bestiary_sonnet_pilot,886,manteoshipuft,,original,real,real,animal,real_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,104,553,1,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00887::f060cf661ca4,Bestiary,bestiary_sonnet_pilot,887,zlippparnsie,,original,real,real,animal,real_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,88,470,0,1,1,1,0,1,0,0,0,0,0,0
bestiary_sonnet_pilot::00888::166daa30cc48,Bestiary,bestiary_sonnet_pilot,888,borthorpunius,,original,type,type of,object,type_of_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,122,677,1,1,1,1,0,0,0,0,4,0,0,0
bestiary_sonnet_pilot::00889::6210a2580d1e,Bestiary,bestiary_sonnet_pilot,889,zlippparnsie,,original,imaginary,imaginary,object,imaginary_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DESCRIBE,203,1202,0,0,0,0,0,0,1,0,0,5,0,0
bestiary_sonnet_pilot::00890::bac9bb3d864b,Bestiary,bestiary_sonnet_pilot,890,garnawkinsuth,,original,real,real,object,real_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,93,492,0,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00891::93ffb9960b69,Bestiary,bestiary_sonnet_pilot,891,purtaneolotomous,,original,real,real,animal,real_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,110,610,0,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00892::44561b188d2d,Bestiary,bestiary_sonnet_pilot,892,kinachitalpo,,original,neutral,,,neutral,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,85,478,0,1,1,0,0,1,0,0,2,0,0,0
bestiary_sonnet_pilot::00893::1d841a6ec509,Bestiary,bestiary_sonnet_pilot,893,garnawkinsuth,,original,imaginary,imaginary,object,imaginary_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,HYBRID,203,1213,1,0,0,0,0,0,1,0,0,0,0,0
bestiary_sonnet_pilot::00894::752efc09cd2c,Bestiary,bestiary_sonnet_pilot,894,kinachitalpo,,original,type,type of,animal,type_of_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,124,707,1,1,1,0,0,1,0,0,7,0,0,0
bestiary_sonnet_pilot::00895::2c511d071a08,Bestiary,bestiary_sonnet_pilot,895,zlippparnsie,,original,neutral,,,neutral,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,75,438,0,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00896::b141aaeb48c3,Bestiary,bestiary_sonnet_pilot,896,wresanthamulf,,original,real,real,idea,real_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,86,493,0,1,1,0,0,0,0,0,2,0,0,0
bestiary_sonnet_pilot::00897::a9d7381b1431,Bestiary,bestiary_sonnet_pilot,897,garnawkinsuth,,original,neutral,,,neutral,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,82,469,0,1,1,0,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00898::944aa6e031e7,Bestiary,bestiary_sonnet_pilot,898,wresanthamulf,,original,type,type of,animal,type_of_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,137,771,1,1,1,1,1,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00899::905ca38c4d70,Bestiary,bestiary_sonnet_pilot,899,wertychiops,,original,type,type of,object,type_of_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,111,634,0,1,1,1,0,1,0,0,4,0,0,0
bestiary_sonnet_pilot::00900::19ee071c01d9,Bestiary,bestiary_sonnet_pilot,900,purtaneolotomous,,original,real,real,object,real_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,84,465,0,1,1,1,1,1,0,0,0,0,0,0
bestiary_sonnet_pilot::00901::2a6cad538741,Bestiary,bestiary_sonnet_pilot,901,kinachitalpo,,original,real,real,animal,real_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,94,557,0,1,1,1,0,0,0,0,4,0,0,0
bestiary_sonnet_pilot::00902::9fa40bc38b1c,Bestiary,bestiary_sonnet_pilot,902,kinachitalpo,,original,neutral,,,neutral,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,84,465,0,1,1,0,0,1,0,0,3,0,0,0
bestiary_sonnet_pilot::00903::78fc8549960c,Bestiary,bestiary_sonnet_pilot,903,manteoshipuft,,original,imaginary,imaginary,animal,imaginary_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DESCRIBE,210,1367,0,0,0,0,0,0,1,0,0,4,0,0
bestiary_sonnet_pilot::00904::d79be9836d69,Bestiary,bestiary_sonnet_pilot,904,halthibinny,,original,imaginary,imaginary,animal,imaginary_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DESCRIBE,202,1304,0,0,0,0,0,0,1,0,4,5,0,0
bestiary_sonnet_pilot::00905::6e4003d90b9c,Bestiary,bestiary_sonnet_pilot,905,wertychiops,,original,type,type of,animal,type_of_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,152,845,1,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00906::1b943834faee,Bestiary,bestiary_sonnet_pilot,906,halthibinny,,original,real,real,animal,real_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,90,476,0,1,1,1,1,1,0,0,0,0,0,0
bestiary_sonnet_pilot::00907::99a44539cb6e,Bestiary,bestiary_sonnet_pilot,907,borthorpunius,,original,imaginary,imaginary,object,imaginary_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,HYBRID,221,1324,1,0,1,0,0,0,1,0,0,0,0,0
bestiary_sonnet_pilot::00908::c9373a374e38,Bestiary,bestiary_sonnet_pilot,908,purtaneolotomous,,original,type,type of,animal,type_of_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,108,628,0,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00909::cc080ebd0a8c,Bestiary,bestiary_sonnet_pilot,909,borthorpunius,,original,real,real,idea,real_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,101,591,0,1,1,1,0,0,0,0,2,0,0,0
bestiary_sonnet_pilot::00910::1c6db4394969,Bestiary,bestiary_sonnet_pilot,910,wertychiops,,original,imaginary,imaginary,object,imaginary_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,HYBRID,119,670,1,1,1,0,0,1,1,0,3,0,0,0
bestiary_sonnet_pilot::00911::3fd74fb70732,Bestiary,bestiary_sonnet_pilot,911,manteoshipuft,,original,type,type of,animal,type_of_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,104,587,1,1,1,1,0,1,0,0,4,0,0,0
bestiary_sonnet_pilot::00912::130d358dc4a8,Bestiary,bestiary_sonnet_pilot,912,wresanthamulf,,original,type,type of,idea,type_of_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,183,994,1,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00913::83bff0faeada,Bestiary,bestiary_sonnet_pilot,913,purtaneolotomous,,original,real,real,animal,real_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,97,536,0,1,1,1,0,0,0,0,0,0,0,0
bestiary_sonnet_pilot::00914::8ed1d4032275,Bestiary,bestiary_sonnet_pilot,914,garnawkinsuth,,original,imaginary,imaginary,object,imaginary_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,HYBRID,212,1288,1,0,0,0,0,0,1,0,0,0,0,0
bestiary_sonnet_pilot::00915::24f3416673f1,Bestiary,bestiary_sonnet_pilot,915,purtaneolotomous,,original,real,real,idea,real_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,100,622,0,1,0,1,0,0,0,0,2,0,0,0
bestiary_sonnet_pilot::00916::5b743f76e451,Bestiary,bestiary_sonnet_pilot,916,wertychiops,,original,imaginary,imaginary,idea,imaginary_idea,,,,,claude-sonnet-4-6,Claude,sonnet,HYBRID,HYBRID,1,HYBRID,195,1299,1,0,0,0,0,0,1,0,0,4,0,0
bestiary_sonnet_pilot::00917::004a8afe2e62,Bestiary,bestiary_sonnet_pilot,917,manteoshipuft,,original,imaginary,imaginary,object,imaginary_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DESCRIBE,237,1404,0,0,0,0,0,0,1,0,0,0,0,0
bestiary_sonnet_pilot::00918::48a5f3c57908,Bestiary,bestiary_sonnet_pilot,918,halthibinny,,original,type,type of,idea,type_of_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,134,740,0,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00919::49052aea314f,Bestiary,bestiary_sonnet_pilot,919,wresanthamulf,,original,real,real,idea,real_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,103,577,0,1,0,1,0,0,0,0,2,0,0,0
bestiary_sonnet_pilot::00920::a4c39d031641,Bestiary,bestiary_sonnet_pilot,920,halthibinny,,original,imaginary,imaginary,animal,imaginary_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DESCRIBE,211,1418,0,0,0,0,0,0,1,0,0,5,0,0
bestiary_sonnet_pilot::00921::82253fdab93f,Bestiary,bestiary_sonnet_pilot,921,garnawkinsuth,,original,imaginary,imaginary,idea,imaginary_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,99,562,1,1,1,0,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00922::fd197178635b,Bestiary,bestiary_sonnet_pilot,922,borthorpunius,,original,imaginary,imaginary,object,imaginary_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,HYBRID,224,1332,1,0,0,0,0,0,1,0,0,0,0,0
bestiary_sonnet_pilot::00923::8186dd03fa69,Bestiary,bestiary_sonnet_pilot,923,kinachitalpo,,original,imaginary,imaginary,object,imaginary_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,HYBRID,146,748,1,1,1,0,0,0,1,0,2,0,0,0
bestiary_sonnet_pilot::00924::81883db3b12b,Bestiary,bestiary_sonnet_pilot,924,garnawkinsuth,,original,imaginary,imaginary,idea,imaginary_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,129,711,1,1,1,1,0,0,0,0,3,0,0,0
bestiary_sonnet_pilot::00925::dbef5e93a564,Bestiary,bestiary_sonnet_pilot,925,halthibinny,,original,real,real,idea,real_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,116,640,0,1,1,1,0,1,0,0,4,0,0,0
bestiary_sonnet_pilot::00926::1ac182e43432,Bestiary,bestiary_sonnet_pilot,926,garnawkinsuth,,original,type,type of,idea,type_of_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,168,909,0,1,1,0,0,0,0,0,6,1,0,0
bestiary_sonnet_pilot::00927::b89aca0c4b5a,Bestiary,bestiary_sonnet_pilot,927,garnawkinsuth,,original,real,real,idea,real_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,88,527,0,1,0,1,0,0,0,0,2,0,0,0
bestiary_sonnet_pilot::00928::f60b82ee3c0a,Bestiary,bestiary_sonnet_pilot,928,zlippparnsie,,original,type,type of,object,type_of_object,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,129,737,1,1,1,1,0,0,0,0,5,0,0,0
bestiary_sonnet_pilot::00929::b28f1a032276,Bestiary,bestiary_sonnet_pilot,929,garnawkinsuth,,original,real,real,animal,real_animal,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,102,544,1,1,1,1,0,0,0,0,0,0,0,0
bestiary_sonnet_pilot::00930::5ae7498ce7ac,Bestiary,bestiary_sonnet_pilot,930,manteoshipuft,,original,imaginary,imaginary,idea,imaginary_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,HYBRID,197,1264,1,0,0,0,0,0,1,0,4,1,0,0
bestiary_sonnet_pilot::00931::34c693daade1,Bestiary,bestiary_sonnet_pilot,931,halthibinny,,original,real,real,idea,real_idea,,,,,claude-sonnet-4-6,Claude,sonnet,,,,DEFLECT,118,666,0,1,1,1,0,1,0,0,3,0,0,0
