global_trial_id,study,source_run,model_family,model,word,condition,frame_id,hand_code,bc_v3_code,qq_v3_1_code,v4_code
bestiary_gpt_nanomini_retest::00301::f3686bdfc253,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,wresanthamulf,real_animal,,DEFLECT,HYBRID,DEFLECT,HYBRID
bestiary_gpt_nanomini_retest::00302::3183680b3786,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,wresanthamulf,real_animal,,DEFLECT,HYBRID,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00313::f247723dfed6,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,wresanthamulf,real_animal,,DESCRIBE,DESCRIBE,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00314::dd66738da6e9,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,wresanthamulf,real_animal,,DEFLECT,DEFLECT,DEFLECT,HYBRID
bestiary_gpt_nanomini_retest::00318::822cef1f549b,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,wresanthamulf,real_animal,,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00319::846263da44c8,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,wresanthamulf,real_animal,,HYBRID,HYBRID,DEFLECT,HYBRID
bestiary_gpt_nanomini_retest::00321::5465b85d141e,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,borthorpunius,real_object,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00344::ed8ee9a4b55f,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,flembrast,real_object,,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00348::eed74e018144,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,flembrast,real_object,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00381::448e3192c93b,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,kovashent,real_object,,DESCRIBE,DESCRIBE,DEFLECT,DESCRIBE
bestiary_gpt_nanomini_retest::00543::1ede13eee082,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,kovashent,real_idea,,HYBRID,DEFLECT,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00550::e17b45371093,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,kovashent,real_idea,,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00589::5016e76c90e6,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,purtaneolotomous,real_idea,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00596::cabb1bbfc007,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,purtaneolotomous,real_idea,,DEFLECT,HYBRID,DEFLECT,DEFLECT
bestiary_gpt_nanomini_retest::00617::c626c01bbe52,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,trolnique,real_idea,,HYBRID,SUBSTITUTE,DEFLECT,SUBSTITUTE
bestiary_gpt_nanomini_retest::00658::bcf186f500ac,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,borthorpunius,imaginary_animal,,HYBRID,HYBRID,HYBRID,DESCRIBE
bestiary_gpt_nanomini_retest::00673::07f4c6ce906f,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,flembrast,imaginary_animal,,DESCRIBE,DESCRIBE,DESCRIBE,DESCRIBE
bestiary_gpt_nanomini_retest::00680::c3e17ff8ce8c,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,flembrast,imaginary_animal,,HYBRID,DESCRIBE,HYBRID,DESCRIBE
bestiary_gpt_nanomini_retest::00683::89c88bed0219,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,halthibinny,imaginary_animal,,HYBRID,HYBRID,HYBRID,DESCRIBE
bestiary_gpt_nanomini_retest::00701::a5ec7517b4f8,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,kovashent,imaginary_animal,,DESCRIBE,DESCRIBE,OTHER,DESCRIBE
bestiary_gpt_nanomini_retest::00702::6f41dfeaf459,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,kovashent,imaginary_animal,,HYBRID,HYBRID,HYBRID,DESCRIBE
bestiary_gpt_nanomini_retest::00716::e1724646f708,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,kovashent,imaginary_animal,,HYBRID,HYBRID,DEFLECT,HYBRID
bestiary_gpt_nanomini_retest::00720::8b982438776b,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,kovashent,imaginary_animal,,HYBRID,HYBRID,HYBRID,HYBRID
bestiary_gpt_nanomini_retest::00725::44760c66507e,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,plindorf,imaginary_animal,,DESCRIBE,DESCRIBE,OTHER,DESCRIBE
bestiary_gpt_nanomini_retest::00742::f4ed67f0337d,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,purtaneolotomous,imaginary_animal,,HYBRID,HYBRID,HYBRID,HYBRID
bestiary_gpt_nanomini_retest::00743::51687140b7ee,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,purtaneolotomous,imaginary_animal,,HYBRID,HYBRID,HYBRID,HYBRID
bestiary_gpt_nanomini_retest::00748::a2cad3c578cb,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,purtaneolotomous,imaginary_animal,,HYBRID,HYBRID,HYBRID,HYBRID
bestiary_gpt_nanomini_retest::00769::afc56c2bdde6,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,trolnique,imaginary_animal,,HYBRID,DESCRIBE,HYBRID,DESCRIBE
bestiary_gpt_nanomini_retest::00778::c1971ba3d345,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,trolnique,imaginary_animal,,HYBRID,HYBRID,HYBRID,DESCRIBE
bestiary_gpt_nanomini_retest::00784::e4619ea50f4c,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,wresanthamulf,imaginary_animal,,HYBRID,HYBRID,HYBRID,HYBRID
bestiary_gpt_nanomini_retest::00910::c92892624929,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,purtaneolotomous,imaginary_object,,HYBRID,HYBRID,DEFLECT,HYBRID
bestiary_gpt_nanomini_retest::00940::6509a9e437e9,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,trolnique,imaginary_object,,HYBRID,HYBRID,DEFLECT,HYBRID
bestiary_gpt_nanomini_retest::00979::55286cdc4ec8,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,borthorpunius,imaginary_idea,,HYBRID,HYBRID,HYBRID,HYBRID
bestiary_gpt_nanomini_retest::01019::1a9806119ec3,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,halthibinny,imaginary_idea,,HYBRID,HYBRID,DEFLECT,DESCRIBE
bestiary_gpt_nanomini_retest::01037::1c6b88f50a78,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,kovashent,imaginary_idea,,HYBRID,HYBRID,DEFLECT,DESCRIBE
bestiary_gpt_nanomini_retest::01044::537a6039ccdc,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,plindorf,imaginary_idea,,HYBRID,HYBRID,DEFLECT,HYBRID
bestiary_gpt_nanomini_retest::01055::52da1d3b7879,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,plindorf,imaginary_idea,,DESCRIBE,DESCRIBE,OTHER,DESCRIBE
bestiary_gpt_nanomini_retest::01114::70615dbf78e1,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-mini,wresanthamulf,imaginary_idea,,HYBRID,HYBRID,DEFLECT,HYBRID
bestiary_gpt_nanomini_retest::01393::8ae8b58905e0,Bestiary,bestiary_gpt_nanomini_retest,GPT,gpt-5.4-nano,purtaneolotomous,type_of_object,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_haiku_retest::00038::75ecee0d2375,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,borthorpunius,imaginary_animal,,HYBRID,DESCRIBE,HYBRID,DESCRIBE
bestiary_haiku_retest::00114::bff085d9da6e,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,plindorf,imaginary_idea,,DESCRIBE,DESCRIBE,DESCRIBE,DESCRIBE
bestiary_haiku_retest::00126::21bfd86ccb51,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,purtaneolotomous,real_idea,,DEFLECT,HYBRID,DEFLECT,DEFLECT
bestiary_haiku_retest::00161::775d426fad58,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,wresanthamulf,real_object,,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
bestiary_haiku_retest::00166::34ff7b519cff,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,wresanthamulf,real_animal,,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
bestiary_haiku_retest::00196::8a104ca0595a,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,kovashent,type_of_object,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_haiku_retest::00210::b24dad7d82d4,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,kovashent,real_animal,,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
bestiary_haiku_retest::00233::4940f52d13d7,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,plindorf,imaginary_animal,,DESCRIBE,DESCRIBE,DESCRIBE,DESCRIBE
bestiary_haiku_retest::00247::f4e619ab3ca4,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,trolnique,imaginary_idea,,HYBRID,HYBRID,HYBRID,HYBRID
bestiary_haiku_retest::00262::73988321a00b,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,wresanthamulf,imaginary_animal,,DESCRIBE,DESCRIBE,DESCRIBE,DESCRIBE
bestiary_haiku_retest::00321::34c00d73cf9d,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,borthorpunius,imaginary_object,,DESCRIBE,DESCRIBE,DESCRIBE,DESCRIBE
bestiary_haiku_retest::00348::db69e2a8ed49,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,plindorf,imaginary_object,,HYBRID,DESCRIBE,HYBRID,DESCRIBE
bestiary_haiku_retest::00353::4119dc2e7694,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,halthibinny,real_animal,,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
bestiary_haiku_retest::00378::0b953529ec22,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,flembrast,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_haiku_retest::00391::b807c8a2b0f2,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,wresanthamulf,real_animal,,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
bestiary_haiku_retest::00441::303f61928897,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,plindorf,real_animal,,DEFLECT,HYBRID,DEFLECT,DEFLECT
bestiary_haiku_retest::00454::37dac9fab113,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,flembrast,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_haiku_retest::00495::80aefd1e005e,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,borthorpunius,imaginary_animal,,DESCRIBE,DESCRIBE,HYBRID,DESCRIBE
bestiary_haiku_retest::00500::abdeec8b2dc9,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,trolnique,real_object,,DESCRIBE,SUBSTITUTE,DESCRIBE,SUBSTITUTE
bestiary_haiku_retest::00506::8e5cfaa79c71,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,trolnique,real_idea,,SUBSTITUTE,DESCRIBE,DESCRIBE,DESCRIBE
bestiary_haiku_retest::00618::c1a59dd6176c,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,halthibinny,type_of_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_haiku_retest::00647::cdd4112e875f,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,flembrast,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
bestiary_haiku_retest::00654::808edc15fa71,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,purtaneolotomous,real_animal,,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
bestiary_haiku_retest::00680::e14180211be1,Bestiary,bestiary_haiku_retest,Claude,claude-haiku-4-5,purtaneolotomous,type_of_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess1_sonnet_manifest::00136::9ea618bce9b8,Bestiary Chess,chess1_sonnet_manifest,Claude,claude-sonnet-4-6,furmendi,real_animal,,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
chess1_sonnet_manifest::00163::e77786cdebc7,Bestiary Chess,chess1_sonnet_manifest,Claude,claude-sonnet-4-6,vulpira,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess1_sonnet_manifest::00217::1c3abfca58cd,Bestiary Chess,chess1_sonnet_manifest,Claude,claude-sonnet-4-6,qualvance,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::00070::8e02656b0ef8,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,quasplint,neutral,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::00083::cbbdd9daa641,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,ningletraft,real_animal,,HYBRID,HYBRID,HYBRID,HYBRID
chess2_gpt_on_claude_words::00155::a50d808c7895,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,throndle,type_of_object,,DESCRIBE,DESCRIBE,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::00163::fd97c2010006,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,mibblewax,real_animal,,DEFLECT,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::00177::710a8778dfc4,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,phlinder,imaginary_idea,,HYBRID,HYBRID,HYBRID,DESCRIBE
chess2_gpt_on_claude_words::00182::b7bab09d3b95,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,skettrop,neutral,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::00205::e5fb3a297113,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,yondrick,neutral,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::00240::ba23adc286ca,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,vurnplick,type_of_idea,,DESCRIBE,DESCRIBE,DESCRIBE,DESCRIBE
chess2_gpt_on_claude_words::00252::0e58c6dad411,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,vurnplick,type_of_idea,,DESCRIBE,DESCRIBE,DEFLECT,DESCRIBE
chess2_gpt_on_claude_words::00290::75ac27278bb4,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,quasplint,real_animal,,DEFLECT,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::00326::c16bd6cfac49,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,plindle,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::00437::7c7a49f5418e,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,drempwick,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::00440::519e8d02eee4,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,tworbick,imaginary_object,,HYBRID,HYBRID,DEFLECT,DESCRIBE
chess2_gpt_on_claude_words::00544::0324a5d434c1,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,snavellith,real_object,,DEFLECT,SUBSTITUTE,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::00556::aa735926d9e9,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,spofflund,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::00596::661e17117ed2,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,kreddlemot,real_animal,,DESCRIBE,HYBRID,DESCRIBE,DESCRIBE
chess2_gpt_on_claude_words::00597::9b87bb3b31d4,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,quasplint,type_of_idea,,DESCRIBE,DESCRIBE,HYBRID,DEFLECT
chess2_gpt_on_claude_words::00722::6a0fce50ca57,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,gribbock,imaginary_animal,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::00731::172cc2b322fb,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,drempwick,neutral,,HYBRID,HYBRID,HYBRID,HYBRID
chess2_gpt_on_claude_words::00781::97fdb0d4ac46,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,skettrop,imaginary_idea,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::00801::5d4385bbb8b1,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,yondrick,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::00833::870423165aa5,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,ningletraft,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::00859::136040316d58,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,plindle,type_of_object,,DEFLECT,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::00866::217f58f5e805,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,frumberlick,real_animal,,HYBRID,DESCRIBE,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::00912::9f191a0648c6,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,quasplint,type_of_animal,,HYBRID,DESCRIBE,DEFLECT,DESCRIBE
chess2_gpt_on_claude_words::00936::04022b9ec0a0,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,gribbock,imaginary_animal,,HYBRID,DESCRIBE,OTHER,DESCRIBE
chess2_gpt_on_claude_words::00948::e656079037bf,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,skettrop,neutral,,HYBRID,HYBRID,HYBRID,HYBRID
chess2_gpt_on_claude_words::00985::fd4cd9f97c3b,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,gribbock,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::01008::59a1a67e28fa,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,vurnplick,imaginary_object,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::01017::33120ae3cd72,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,spofflund,real_idea,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::01036::5d67fc173a0d,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,quasplint,real_animal,,DEFLECT,HYBRID,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::01060::3952c1d7c534,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,drempwick,imaginary_idea,,HYBRID,HYBRID,HYBRID,HYBRID
chess2_gpt_on_claude_words::01082::e5d37f3fdf36,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,quasplint,type_of_animal,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::01141::9c223958c25a,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,tworbick,real_animal,,SUBSTITUTE,DESCRIBE,DEFLECT,DESCRIBE
chess2_gpt_on_claude_words::01177::8d01fbc852be,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,crumthorpe,type_of_animal,,HYBRID,HYBRID,HYBRID,HYBRID
chess2_gpt_on_claude_words::01271::af2eea97edb0,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,whamberish,neutral,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::01272::4233ad284be9,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,gribbock,real_object,,DESCRIBE,DESCRIBE,DESCRIBE,DESCRIBE
chess2_gpt_on_claude_words::01285::3f742a06f416,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,plindle,imaginary_animal,,HYBRID,HYBRID,HYBRID,HYBRID
chess2_gpt_on_claude_words::01383::11757ec61e2f,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,quasplint,imaginary_object,,HYBRID,HYBRID,OTHER,HYBRID
chess2_gpt_on_claude_words::01393::85920bc6ab31,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,drempwick,real_animal,,HYBRID,HYBRID,OTHER,HYBRID
chess2_gpt_on_claude_words::01395::3cab37d47274,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,snavellith,real_animal,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::01396::abafdaf0c602,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,mibblewax,imaginary_idea,,HYBRID,HYBRID,OTHER,DESCRIBE
chess2_gpt_on_claude_words::01400::e004ba6e5217,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,vurnplick,type_of_animal,,DESCRIBE,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::01405::375ab3de5589,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,whamberish,imaginary_idea,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::01421::e1c6c039f9e0,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,glemspoke,type_of_idea,,DESCRIBE,DESCRIBE,OTHER,DESCRIBE
chess2_gpt_on_claude_words::01424::252f8ea4eec0,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,mibblewax,real_idea,,DESCRIBE,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::01429::581484229469,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,snavellith,real_animal,,HYBRID,DESCRIBE,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::01431::e9c595a86bde,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,skettrop,imaginary_idea,,HYBRID,DESCRIBE,DESCRIBE,DESCRIBE
chess2_gpt_on_claude_words::01432::9a7b82c24900,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,skettrop,imaginary_animal,,HYBRID,DESCRIBE,HYBRID,DESCRIBE
chess2_gpt_on_claude_words::01438::183eed5a5e8f,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,whamberish,imaginary_idea,,HYBRID,HYBRID,OTHER,HYBRID
chess2_gpt_on_claude_words::01491::bbbee56a8473,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,ningletraft,type_of_object,,DESCRIBE,DESCRIBE,DEFLECT,DESCRIBE
chess2_gpt_on_claude_words::01493::020c4c9ce898,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,kreddlemot,real_animal,,DEFLECT,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::01496::39ec0e6ec5d8,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,throndle,real_object,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::01565::aba9ee20f96e,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,glemspoke,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::01626::6cf66de088c6,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,snavellith,type_of_object,,HYBRID,HYBRID,OTHER,HYBRID
chess2_gpt_on_claude_words::01663::08b9b21fa5e3,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,vurnplick,real_animal,,DEFLECT,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::01792::dbd4a90dba30,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,spofflund,type_of_object,,DESCRIBE,DESCRIBE,OTHER,DESCRIBE
chess2_gpt_on_claude_words::01807::66acd7bee395,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,drempwick,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::01848::be9f2ef01a55,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,skettrop,real_idea,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::01857::add7e98abc00,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,phlinder,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::01881::e4350ae74932,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,spofflund,imaginary_object,,HYBRID,HYBRID,HYBRID,HYBRID
chess2_gpt_on_claude_words::01892::6e011cc9fc78,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,frumberlick,type_of_animal,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::01897::fa3fe9630fb9,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,quasplint,real_animal,,HYBRID,HYBRID,HYBRID,HYBRID
chess2_gpt_on_claude_words::01898::b49cfacb85da,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,crumthorpe,type_of_object,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::01949::286135115438,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,ningletraft,real_animal,,DEFLECT,HYBRID,HYBRID,HYBRID
chess2_gpt_on_claude_words::01982::77d1dd3bce45,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,tworbick,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::01983::02957a909d05,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,gribbock,real_animal,,HYBRID,HYBRID,DEFLECT,HYBRID
